Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Snp,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,Slc,index,Label_wp,Label_np
Living and studying overseas,0.6950818352,0.5047572579,0.6723291425,0.663305797,0,0,1,0,0,0.0002322957,0.346,21,63,1,0
Living and studying overseas,0.7631658184,0.8419843593,0.6161980553,0.5682433585,0,0,1,0,0,4.65869639443E-06,0.326,33,63,1,0
Living and studying overseas,0.7631658184,0.8419843593,0.6161980553,0,0,0,1,0,0,0.688032295,0,11,64,1,0
Living and studying overseas,0.7631658184,0.8419843593,0.6161980553,0,0,0,1,0,0,0.6213675854,0,13,64,1,0
Living and studying overseas,0.7967902324,0.7967902324,0.6235649862,0.885090834,0,0,1,0,0,0.3999748208,0,13,65,1,0
Living and studying overseas,0.7967902324,0.7967902324,0.6235649862,0.885090834,0,0,1,0,0,0.3035668554,0,15,65,1,0
Living and studying overseas,0.6677588899,0.7364136379,0.7155037671,0.8424455264,0,0,1,0,0,0.5833675414,0.226,15,66,1,0
Living and studying overseas,0.6677588899,0.7364136379,0.7155037671,0.8424455264,0,0,1,0,0,0.5833675414,0.226,15,66,1,0
Living and studying overseas,0.7631658184,0.8419843593,0.6161980553,0,0,0,1,0,0,0.1598613673,0,16,67,1,1
Living and studying overseas,0.7631658184,0.8419843593,0.6161980553,0,0,0,1,0,0,0.4188683774,0,20,67,1,1
Living and studying overseas,0.7095394296,0.7095394296,0.6105596016,0.7566445418,0,0,1,0,0,0.127921302,0.167,14,68,1,1
Living and studying overseas,0.7095394296,0.7095394296,0.6105596016,0.7566445418,0,0,1,0,0,0.1500679188,0.145,17,68,1,1
Living and studying overseas,0.815183293,0.815183293,0.7342413455,0.6187204188,0,1,1,0,0,0.9485116916,0,21,69,1,1
Living and studying overseas,0.5354241427,0.6517067369,0.4368455106,0.7486534346,0,0,1,0,0,0.9329532973,0,13,69,1,1
Living and studying overseas,0,0,0,0,0,0,1,0,0,0.8420453986,0,7,69,1,1
Living and studying overseas,0.6722875797,0.8082169967,0.6746822483,0.6187204188,0,1,1,0,0,0.713465419,0,23,69,1,1
Studies abroad and the cultural aspect of the experience,0.6716182342,0.7411376456,0.8325254708,0.7907653474,0.590070646,1,1,0,0,0.8613137303,0,10,70,0,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0,0,1,0,0,0.5926039698,0,8,70,0,0
Studies abroad and the cultural aspect of the experience,0.7370676109,0.812265489,0.6354303863,0,0,0,1,0,0,0.9738179962,0,7,70,0,0
Studies abroad and the cultural aspect of the experience,0.6716182342,0.7411376456,0,0.7907653474,0.590070646,0,1,0,0,0.40204415,0,2,70,0,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0,0,1,0,0,0.468793198,0,6,70,0,0
Studies abroad and the cultural aspect of the experience,0,0,0,0,0,0,0,0,0,0.8690611279,1,1,70,0,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0.812265489,0.6354303863,0.7907653474,0.590070646,1,1,0,0,0.3591905555,0,19,70,0,0
Studies abroad and the cultural aspect of the experience,0.7370676109,0.8385869364,0.6354303863,0,0,0,1,0,0,0.999133057,0.294,9,71,1,1
Studies abroad and the cultural aspect of the experience,0.6026810823,0.8385869364,0.6348852799,0,0,0,1,0,0,0.9977550378,0,2,71,1,1
Studies abroad and the cultural aspect of the experience,0.7370676109,0.812265489,0.6354303863,0,0,0,1,0,0,0.9126000924,0.385,6,71,1,1
Studies abroad and the cultural aspect of the experience,0.7370676109,0.8385869364,0.6354303863,0,0,0,1,0,0,0.999133057,0.294,9,71,1,1
Studies abroad and the cultural aspect of the experience,0,0,0,0,0.8929318093,0,0,0,0,0.2922403252,0.327,9,72,1,1
Studies abroad and the cultural aspect of the experience,0.6716182342,0.7411376456,0,0.7907653474,0.8929318093,0,0,0,0,0.1993749787,0.254,15,72,1,1
Studies abroad and the cultural aspect of the experience,0.6716182342,0.7411376456,0,0.7907653474,0.6201461771,0,0,0,0,0.0046150551,0,18,73,1,1
Studies abroad and the cultural aspect of the experience,0.7632770572,0.9157800618,0.4698017813,0.7907653474,0.6753718417,0,0,0,0,0.0029280534,0,22,73,1,1
Studies abroad and the cultural aspect of the experience,0.6307018992,0.8115645883,0.5151377584,0.6920250036,0.3641866373,0,1,0,0,0.2762341167,0.371,15,74,1,0
Studies abroad and the cultural aspect of the experience,0.6747573499,0.8295776737,0.828937565,0,0.6646904981,0,1,0,0,0.1913069197,0.351,18,74,1,0
Studies abroad and the cultural aspect of the experience,0.6716182342,0.7411376456,0,0.7907653474,0.590070646,0,0,0,0,0.1202257628,0.14,10,75,1,0
Studies abroad and the cultural aspect of the experience,0.6716182342,0.7411376456,0,0.7907653474,0.7258543287,0,0,0,0,0.2216918257,0.115,13,75,1,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0.4865164645,0,0,0,0,0.2485299678,0.178,14,76,1,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0.4865164645,0,0,0,0,0.2081811889,0.245,9,76,1,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0,0,0,0,0,0.482565206,0,4,76,1,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0.4865164645,0,0,0,0,0.1974914808,0.167,16,76,1,0
Studies abroad and the cultural aspect of the experience,0.7069152952,0.7411376456,0.5640065684,0.7907653474,0.8456461905,0,1,0,0,0.0099628343,0.367,12,77,1,0
Studies abroad and the cultural aspect of the experience,0.7427468665,0.7411376456,0.6757554368,0.7907653474,0.8017733294,0,1,0,0,0.1406862658,0.367,13,77,1,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0.8453430161,0.6503392908,0.7907653474,0.6701076687,0,1,0,0,0.002600324,0.076,24,78,1,1
Studies abroad and the cultural aspect of the experience,0.5741334446,0.8453430161,0.6503392908,0.6605479883,0,0,1,0,0,0.8176033434,0.184,9,78,1,1
Studies abroad and the cultural aspect of the experience,0.7655795646,0.7411376456,0,0.7907653474,0.6701076687,0,1,0,0,0.0019321836,0,14,78,1,1
Studies abroad and the cultural aspect of the experience,0.7655795646,0.8453430161,0.6503392908,0.7907653474,0.6701076687,0,1,0,0,0.002600324,0.076,24,78,1,1
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0,0,0,0,0,0.0841368267,0.157,10,79,1,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0.717562483,0,0,0,0,0.1607089026,0.126,13,79,1,0
Studies abroad and the cultural aspect of the experience,0.828937565,0.828937565,0.7249754387,0.0283878223,0,0,1,0,0,0.0012996212,0,21,80,1,0
Studies abroad and the cultural aspect of the experience,0.828937565,0.828937565,0.7249754387,0.0283878223,0,0,1,0,0,0.0657740878,0,15,80,1,0
Studies abroad and the cultural aspect of the experience,0,0,0,0,0,0,0,0,0,0.0692713105,0,5,80,1,0
Studies abroad and the cultural aspect of the experience,0.828937565,0.828937565,0.7249754387,0.0283878223,0,0,1,0,0,0.0012996212,0,21,80,1,0
Studies abroad and the cultural aspect of the experience,0.6940766787,0.7869386186,0.6308497627,0.6572412877,1,0,1,0,0,0.9758558078,0.207,10,81,1,1
Studies abroad and the cultural aspect of the experience,0.6940766787,0.7869386186,0.6308497627,0.6572412877,1,0,1,0,0,0.9758558078,0.207,10,81,1,1
Studies abroad and the cultural aspect of the experience,0,0,0,0,0.5837332813,0,1,0,0,0.0939285924,0,6,82,1,0
Studies abroad and the cultural aspect of the experience,0.6716182342,0.7411376456,0,0.7907653474,0.8073990354,0,0,0,0,0.5519652522,0,12,82,1,0
Studies abroad and the cultural aspect of the experience,0.6716182342,0.7411376456,0,0.7907653474,0.8124125591,0,0,0,0,0.6985397112,0,9,82,1,0
Studies abroad and the cultural aspect of the experience,0,0,0,0,0.6331490368,0,0,0,0,0.6816170743,0,2,82,1,0
Studies abroad and the cultural aspect of the experience,0.6716182342,0.7411376456,0,0.7907653474,0.7879738798,0,1,0,0,0.0415450403,0,19,82,1,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0.6331490368,0,0,0,0,0.0629799967,0,9,83,1,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0.6331490368,0,0,0,0,0.0476310982,0,11,83,1,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0,0,1,0,0,0.2096758046,0,8,84,1,0
Studies abroad and the cultural aspect of the experience,0,0,0,0,0.4789533501,0,0,0,0,0.5711305348,0,4,84,1,0
Studies abroad and the cultural aspect of the experience,0,0,0,0,0,0,0,0,0,0.6985077215,0,5,84,1,0
Studies abroad and the cultural aspect of the experience,0.7655795646,0,0,0,0.4789533501,0,0,0,0,0.0459745624,0,19,84,1,0
Studies abroad and the cultural aspect of the experience,0.6283071647,0.7657208524,0.7675631767,0.8355568539,0.4997717687,0,1,0,0,0.9587282162,0.441,5,85,1,0
Studies abroad and the cultural aspect of the experience,0.7561456039,0.8057877977,0.7594952531,0.8689589526,0.6526776073,0,1,0,0,0.9961907864,0.283,9,85,1,0
Studies abroad and the cultural aspect of the experience,0.8254124822,0.8254124822,0.7818826482,0,0.6457749896,0,1,0,0,0.9650274983,0,16,86,1,0
Studies abroad and the cultural aspect of the experience,0.8254124822,0.8254124822,0.7818826482,0,0.6457749896,0,1,0,0,0.9650274983,0,16,86,1,0
Studies abroad and the cultural aspect of the experience,0.8254124822,0.8710121697,0.7818826482,0,0,0,1,0,0,0.9972507113,0,5,87,1,0
Studies abroad and the cultural aspect of the experience,0,0,0,0,0.6746315657,0,0,0,0,0.261263027,0.271,9,87,1,0
Studies abroad and the cultural aspect of the experience,0.8254124822,0.8710121697,0.7818826482,0,0.6746315657,0,1,0,0,0.9321407264,0.178,15,87,1,0
Studies abroad and the cultural aspect of the experience,0.8254124822,0.8254124822,0.7818826482,0,0.6457749896,0,1,0,0,0.8638412382,0,12,88,1,0
Studies abroad and the cultural aspect of the experience,0.8254124822,0.8254124822,0.7818826482,0,0.6457749896,0,1,0,0,0.8638412382,0,12,88,1,0
Studies abroad and the cultural aspect of the experience,0.8262539423,0.8262539423,0,0,0.6272608021,0,1,0,0,0.9789655465,0.26,7,89,1,1
Studies abroad and the cultural aspect of the experience,0,0,0,0,0,0,0,0,0,0.9642674775,0.4,11,89,1,1
Studies abroad and the cultural aspect of the experience,0.7370676109,0.812265489,0.6354303863,0,0.7581058119,0,1,0,0,0.9971510636,0.301,22,89,1,1
Studies abroad and the cultural aspect of the experience,0.8254124822,0.8254124822,0.7818826482,0,0,0,0,0,0,0.9962072616,0,10,90,0,0
Studies abroad and the cultural aspect of the experience,0.8254124822,0.8254124822,0.7818826482,0,0,0,0,0,0,0.9962072616,0,10,90,0,0
Will newspapers become a thing of the past?,0.6329649861,0.6329649861,0.6929403805,0,0.5329842458,0,1,0,0,0.2916531883,0.251,11,91,0,0
Will newspapers become a thing of the past?,0,0,0,0,0.7231137449,0,1,0,0,0.715662603,0.277,9,91,0,0
Will newspapers become a thing of the past?,0.6329649861,0.6329649861,0.6929403805,0,0.7225797157,0,1,0,0,0.0998835525,0.261,21,91,0,0
Will newspapers become a thing of the past?,0,0,0,0,0.7134980149,0,0,0,0,0.9588609796,0,5,92,0,0
Will newspapers become a thing of the past?,0.7385884242,0.7182975783,0.476532072,0.7989699373,0.4598963064,0,1,0,0,0.9335498179,0.091,16,92,0,0
Will newspapers become a thing of the past?,0.7385884242,0.7182975783,0.476532072,0.7989699373,0.6979792949,0,1,0,0,0.9655969792,0.071,22,92,0,0
Will newspapers become a thing of the past?,0.8568093829,0,0,0,0,0,0,0,0,0.9664609078,0,9,93,1,1
Will newspapers become a thing of the past?,0.6382996136,0.8336048382,0.8652487215,0.6803869141,0.4598963064,0,1,0,0,0.9081899514,0.5,14,93,1,1
Will newspapers become a thing of the past?,0,0,0,0,0,0,0,0,0,0.983669504,0,2,93,1,1
Will newspapers become a thing of the past?,0.8568093829,0,0,0,0,0,0,0,0,0.6582771687,0,6,93,1,1
Will newspapers become a thing of the past?,0,0,0,0,0,0,1,0,0,0.8742003288,1,1,93,1,1
Will newspapers become a thing of the past?,0.6000106941,0.6402443564,0.7989699373,0.7545871693,0.4598963064,0,1,0,0,0.8514558718,0.429,12,93,1,1
Will newspapers become a thing of the past?,0.8568093829,0.6402443564,0.7989699373,0.7545871693,0.7343642977,0,1,0,0,0.6796864554,0.345,32,93,1,1
Will newspapers become a thing of the past?,0.7654191103,0.9434585414,0.5962845984,0,0.7350699527,0,1,0,0,0.8901811077,0.2,13,94,0,0
Will newspapers become a thing of the past?,0.7654191103,0.9434585414,0.5962845984,0,0.7350699527,0,1,0,0,0.8577849689,0.185,15,94,0,0
Will newspapers become a thing of the past?,0,0,0,0,0.5173327604,0,0,0,0,0.545074372,0,3,95,1,0
Will newspapers become a thing of the past?,0.7168336807,0.7549296181,0.1509042342,0.1956022334,0.5450121952,0,1,0,0,0.7526290203,0,12,95,1,0
Will newspapers become a thing of the past?,0.8231483544,0.9380106507,0.4734162429,0.658479238,0.6636436568,0,1,0,0,0.2757030959,0,20,95,1,0
Will newspapers become a thing of the past?,0.7743912008,0.7889766173,0.6921043129,0.8790700404,0.7231137449,0,0,1,0,0.2286441212,0,16,96,1,0
Will newspapers become a thing of the past?,0.8568093829,0,0,0,0.6025169594,0,0,0,0,0.2140393125,0,18,96,1,0
Will newspapers become a thing of the past?,0,0,0,0,0.4792078774,0,0,0,0,0.8526442096,0,5,96,1,0
Will newspapers become a thing of the past?,0.8568093829,0.7889766173,0.6921043129,0.8790700404,0.7341143778,0,0,1,0,0.0146135142,0,43,96,1,0
Will newspapers become a thing of the past?,0,0,0,0,0,0,0,0,0,0.9903835533,0,4,97,1,0
Will newspapers become a thing of the past?,0.4941683084,0.8013006904,0.5182886482,0.8183420552,0.6364965797,0,1,0,0,0.6508163488,0,13,97,1,0
Will newspapers become a thing of the past?,0.9308209656,0.9308209656,0.7989699373,0.7545871693,0.6525054219,1,1,0,0,0.999446331,0.194,21,97,1,0
Will newspapers become a thing of the past?,0.9308209656,0.9308209656,0.6424475581,0,0.7231137449,0,1,0,0,0.9926749172,0.339,11,97,1,0
Will newspapers become a thing of the past?,0.6000106941,0.6402443564,0.7989699373,0.7545871693,0.4955244776,0,0,0,0,0.981697465,0,9,97,1,0
Will newspapers become a thing of the past?,0.9308209656,0.9308209656,0.7989699373,0.8183420552,0.709484406,1,1,0,0,0.9998126994,0.108,40,97,1,0
Will newspapers become a thing of the past?,0.7385884242,0.7182975783,0.476532072,0.7989699373,0,0,1,0,0,0.7024390958,0.282,16,98,1,1
Will newspapers become a thing of the past?,0.7385884242,0.7182975783,0.476532072,0.7989699373,0.4956800782,0,1,0,0,0.6372297732,0.267,18,98,1,1
Will newspapers become a thing of the past?,0.7404667357,0.9028778299,0.5962845984,0.7782934152,0.7453673913,0,1,0,0,0.9828305888,0,4,99,1,0
Will newspapers become a thing of the past?,0,0,0,0,0,0,0,0,0,0.766892633,0,4,99,1,0
Will newspapers become a thing of the past?,0.6329649861,0.6402443564,0.7989699373,0.7545871693,0.5450121952,0,1,0,0,0.0133876565,0.157,18,99,1,0
Will newspapers become a thing of the past?,0.7404667357,0.9028778299,0.5962845984,0.7782934152,0.7453673913,0,1,0,0,0.9707344299,0,3,99,1,0
Will newspapers become a thing of the past?,0.7404667357,0.9028778299,0.6929403805,0.7782934152,0.7125191212,0,1,0,0,0.0454688928,0.109,28,99,1,0
Will newspapers become a thing of the past?,0.9308209656,0.9308209656,0.8185871114,0.7816641745,0,0,1,0,0,0.6588546104,0.308,23,100,1,0
Will newspapers become a thing of the past?,0.9308209656,0.9308209656,0.6424475581,0,0,0,1,0,0,0.9286063289,0.394,5,100,1,0
Will newspapers become a thing of the past?,0.7198113886,0.8871412004,0.8185871114,0.7816641745,0,0,1,0,0,0.3669825413,0.293,17,100,1,0
Will newspapers become a thing of the past?,0.9308209656,0.9308209656,0.8185871114,0.7816641745,0,0,1,0,0,0.6588546104,0.308,23,100,1,0
Will newspapers become a thing of the past?,0.8119486823,0.92294841,0.8425017655,0.8665247574,0.7850471421,0,1,0,0,0.3544968506,0,20,101,0,0
Will newspapers become a thing of the past?,0.8216689307,0.8216689307,0.6938437905,0,0.5629396321,0,0,0,0,0.9164225585,0,12,101,0,0
Will newspapers become a thing of the past?,0.8216689307,0.92294841,0.8425017655,0.8665247574,0.7253340389,0,1,0,0,0.4231279163,0,34,101,0,0
Will newspapers become a thing of the past?,0.7743912008,0.7889766173,0.6921043129,0.8790700404,0.7231137449,0,1,0,0,0.998850573,0,9,102,1,0
Will newspapers become a thing of the past?,0,0,0,0,0,0,1,0,0,0.8707677363,0,1,102,1,0
Will newspapers become a thing of the past?,0.7743912008,0.7889766173,0.6921043129,0.8790700404,0.7231137449,0,1,0,0,0.998078125,0,7,102,1,0
Will newspapers become a thing of the past?,0.7743912008,0.8017083866,0.6921043129,0.8790700404,0.8152930562,0,1,0,0,0.9959511337,0,14,102,1,0
Will newspapers become a thing of the past?,0.739172619,0.8829952139,0.6519011261,0.6567105712,0.4598963064,0,1,0,0,0.7246780907,0.266,10,103,1,1
Will newspapers become a thing of the past?,0,0,0,0,0.7162298349,0,1,0,0,0.5512593574,0,5,103,1,1
Will newspapers become a thing of the past?,0,0,0,0,0.4258191054,0,0,0,0,0.8267106258,0,8,103,1,1
Will newspapers become a thing of the past?,0.739172619,0.8829952139,0.6519011261,0.6567105712,0.7410257343,0,1,0,0,0.4929481023,0.116,27,103,1,1
Will newspapers become a thing of the past?,0,0,0,0,0,0,0,0,0,0.9926303679,0,3,104,1,0
Will newspapers become a thing of the past?,0,0,0,0,0,0,1,0,0,0.3102995285,0,5,104,1,0
Will newspapers become a thing of the past?,0.7743912008,0.7889766173,0.6921043129,0.8790700404,0.679332901,0,1,0,0,0.8249146937,0,9,104,1,0
Will newspapers become a thing of the past?,0.3996029652,0.5297587426,0.4774977733,0.8284999812,0.3956223046,0,1,0,0,0.9006474332,0.321,7,104,1,0
