Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,sq1,sq2,sq3,sq4,sq5,sq6,sq7,Title,Sen_num
people.exercise harder than others,0.9160874939,0.8013370074,0.6344856494,0.770018762,1,1,1,0,0.8600358271,0.247,0,0,0.0869565217,0.0434782609,0.0217391304,0.0434782609,0,Why_some_people_find_exercise_harder_than_others,77
people.exercise harder than others,0.8984272709,0.8532549499,0.7720788012,0.8742834839,1,1,0,0,0.592647432,0.233,0,0,0.0322580645,0.0322580645,0.0322580645,0,0,Why_some_people_find_exercise_harder_than_others,78
people.exercise harder than others,0.8522687242,0,0,0,0,1,0,0,0.9523979314,0.056,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,79
people.exercise harder than others,0.8096644893,0,0,0,0,1,0,0,0.9735536183,0.268,0,0,0.3,0.2,0.1,0,0,Why_some_people_find_exercise_harder_than_others,80
people.exercise harder than others,0.8413505121,0.8413505121,0.5518068407,0,0,1,0,0,0.9933145693,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,81
people.exercise harder than others,0.8984272709,0.8152208926,0.3233345102,0,0,1,0,0,0.8773395517,0.135,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,82
people.exercise harder than others,0.8522687242,0.8307897865,0.7720788012,0.7503106783,0,0,0,0,0.9991239708,0.355,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,83
people.exercise harder than others,0.8522687242,0,0,0,0,0,0,0,0.5278173666,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,84
people.exercise harder than others,0.8522687242,0,0,0,0,0,0,0,0.8848966612,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,85
people.exercise harder than others,0.7863695989,0.6044361971,0.6795992572,0,0,0,0,0,0.9753218681,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,86
people.exercise harder than others,0.8532549499,0.8532549499,0.569165549,0.8742834839,0,0,0,0,0.9988846312,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,87
people.exercise harder than others,0.8522687242,0,0,0,0,0,0,0,0.9798642598,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,88
people.exercise harder than others,0.8984272709,0.5919721877,0.7720788012,0.7503106783,0,1,0,0,0.345273929,0.202,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,89
people.exercise harder than others,0,0,0,0,0,0,0,0,0.8742003288,1,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,90
people.exercise harder than others,0.9160874939,0.8532549499,0.569165549,0.8742834839,0,0,0,0,0.0005681242,0.121,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,91
people.exercise harder than others,0.8522687242,0,0,0,0,0,0,0,0.9757359392,0.506,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,92
people.exercise harder than others,0.8522687242,0.8434478669,0.7720788012,0.7503106783,0,0,0,0,0.9999807988,0.329,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,93
people.exercise harder than others,0.8413505121,0.8413505121,0.5518068407,0,0,0,0,0,0.9995469188,0.417,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,94
people.exercise harder than others,0.8522687242,0,0,0,0,1,0,0,0.9318452828,0,0,0,0,0,0,0,0.0526315789,Why_some_people_find_exercise_harder_than_others,95
people.exercise harder than others,0.8522687242,0.4502745388,0.3617330488,0,1,0,0,0,0.6751549781,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,96
people.exercise harder than others,0.8984272709,0,0,0,0,0,0,0,0.0784571862,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,97
people.exercise harder than others,0.8522687242,0.882617042,0.6878417842,0.7869405373,1,1,0,0,0.9999913818,0.381,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,98
people.exercise harder than others,0.8229924029,0.8635955803,0.5458124514,0,0,1,0,0,0.5956756427,0.121,0,0,0,0,0,0,0.16,Why_some_people_find_exercise_harder_than_others,99
people.exercise harder than others,0.8413505121,0.8413505121,0.5518068407,0,0,0,0,0,0.9580685788,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,100
people.exercise harder than others,0.8532549499,0.8532549499,0.5813570213,0.8812099434,0,0,0,0,0.8499782392,0.102,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,101
people.exercise harder than others,0.8413505121,0.8413505121,0.5518068407,0,0,0,0,0,0.283917712,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,102
people.exercise harder than others,0.8413505121,0.8413505121,0.5518068407,0,0,0,0,0,0.6703034414,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,103
people.exercise harder than others,0.8532549499,0.8532549499,0.569165549,0.8742834839,0,0,0,0,0.0401532957,0.155,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,104
people.exercise harder than others,0.6814942913,0.7288959067,0.3966323832,0.0450172636,0,1,1,0,0.9813143638,0.211,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,105
people.exercise harder than others,0.9160874939,0.8158060913,0.7720788012,0.7503106783,1,1,0,0,0.9931749928,0.206,0.0540540541,0.0540540541,0.1081081081,0.0810810811,0.0540540541,0.0540540541,0,Why_some_people_find_exercise_harder_than_others,106
people.exercise harder than others,0.9160874939,0.8635955803,0.569165549,0.8742834839,0,1,0,0,0.9988960399,0.217,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,107
people.exercise harder than others,0.8229924029,0.8635955803,0.5129526579,0,0,1,1,0,0.9999989337,0.378,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,108
people.exercise harder than others,0.8522687242,0.7265580146,0,0,0,1,0,0,0.9999864558,0.136,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,109
people.exercise harder than others,0.7503173381,0.7503173381,0.4672716999,0,0,1,0,1,0.4989950542,0.302,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,110
people.exercise harder than others,0.5612008413,0.5750718209,0.4865721266,0.6728941962,0,1,0,0,0.9402339518,0,0.0714285714,0.1428571429,0.2857142857,0.2857142857,0.1428571429,0,0,Why_some_people_find_exercise_harder_than_others,111
people.exercise harder than others,0.866451837,0.5750718209,0.4865721266,0.6728941962,0,1,0,0,0.9828117635,0,0.0625,0.0625,0,0.0625,0.0625,0.125,0.125,Why_some_people_find_exercise_harder_than_others,112
people.exercise harder than others,0.8328039866,0.903134752,0.8497847951,0.7530141937,0,1,0,0,0.9970497648,0.143,0,0,0.1176470588,0,0,0,0.0588235294,Why_some_people_find_exercise_harder_than_others,113
people.exercise harder than others,0.8413505121,0.8413505121,0.5518068407,0,0,1,0,0,0.9895501547,0.268,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,114
people.exercise harder than others,0.8413505121,0.8413505121,0.8497847951,0,0,1,0,0,0.9894857422,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,115
people.exercise harder than others,0.8522687242,0.8413505121,0.5518068407,0,0,1,0,0,0.9998529677,0.115,0.2647058824,0,0.2058823529,0.1764705882,0.1176470588,0,0,Why_some_people_find_exercise_harder_than_others,116
people.exercise harder than others,0.8522687242,0,0,0,0,1,0,0,0.8797727757,0,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,117
people.exercise harder than others,0.7699473137,0.8433916114,0.7379379552,0,1,1,0,0,0.9986478255,0.394,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,118
people.exercise harder than others,0.8413505121,0.8433916114,0.6094828083,0.4041555251,0,1,0,0,0.9999991721,0.243,0.0263157895,0.0526315789,0.0263157895,0,0.0526315789,0.0263157895,0,Why_some_people_find_exercise_harder_than_others,119
people.exercise harder than others,0.7699473137,0.9018716732,0.8824012059,0.6901906049,0,1,1,0,0.0468207969,0.211,0,0.0185185185,0.037037037,0.0185185185,0.0185185185,0.0740740741,0,Why_some_people_find_exercise_harder_than_others,120
people.exercise harder than others,0.8139801606,0.8687466183,0.5129526579,0,0,1,0,0,0.903773899,0.276,0.0384615385,0.0769230769,0.0384615385,0.0769230769,0.0769230769,0.0769230769,0,Why_some_people_find_exercise_harder_than_others,121
people.exercise harder than others,0.5305665106,0.5799820911,0.8824012059,0.6901906049,0,1,0,0,0.4680318177,0.318,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,122
people.exercise harder than others,0.8522687242,0.8413505121,0.6344856494,0.7019031099,0,1,0,0,0.9997907669,0.124,0,0,0.025,0.025,0.025,0.025,0.05,Why_some_people_find_exercise_harder_than_others,123
people.exercise harder than others,0.8687466183,0.8687466183,0.5518068407,0.7140756249,0,1,0,0,0.6668313385,0.192,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,124
people.exercise harder than others,0,0,0,0,0,0,0,0,0.8742003288,0.714,0,0,0,0,0,0,0,Why_some_people_find_exercise_harder_than_others,125
wooden skyscrapers,0.2636616636,0,0,0,0,1,0,0,0.9960780929,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,1
wooden skyscrapers,0.2636616636,0,0,0,0,1,0,0,0.995381635,0,0,0,0,0,0.2,0,0,Why_we_should_build_wooden_skyscrapers,2
wooden skyscrapers,0.2452676347,0.4705728963,0.3283035919,0,1,0,0,0,0.9996138698,0.187,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,3
wooden skyscrapers,0.2452676347,0.1480363475,0.1604898617,0.4626538925,0,1,0,0,0.999999788,0.154,0,0,0,0,0,0,0.0277777778,Why_we_should_build_wooden_skyscrapers,4
wooden skyscrapers,0.3923402328,0,0,0,0,1,0,0,0.9835276033,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,5
wooden skyscrapers,0.1850941095,0.3817768894,0.3226480782,0,0,1,0,1,0.4191677816,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,6
wooden skyscrapers,0.1957574988,0,0,0,0,1,0,0,0.5461509342,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,7
wooden skyscrapers,0.5684368484,0.5684368484,0.3396926203,0.6227260716,0,1,0,0,0.9999972706,0.189,0,0,0.1,0,0,0,0.15,Why_we_should_build_wooden_skyscrapers,8
wooden skyscrapers,0.7547461635,0.6577276864,0.5716302191,0.7148069157,1,1,0,0,0.9996775968,0.154,0,0.0384615385,0,0.0384615385,0.0384615385,0,0.2307692308,Why_we_should_build_wooden_skyscrapers,9
wooden skyscrapers,0.1850941095,0.3817768894,0.3226480782,0,0,1,0,0,0.999959875,0.079,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,10
wooden skyscrapers,0.2810167976,0.4338390991,0.3226480782,0.6221169804,0,1,0,0,0.9999978758,0,0,0,0,0,0,0,0.125,Why_we_should_build_wooden_skyscrapers,11
wooden skyscrapers,0.5703985489,0.4805773902,0.3368442033,0.547431949,0,0,0,1,0.9964990516,0.251,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,12
wooden skyscrapers,0.2486115471,0,0,0,0,1,0,0,0.9976456039,0.649,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,13
wooden skyscrapers,0.5684368484,0.5684368484,0.3396926203,0.6227260716,0,1,0,0,0.9941451695,0.185,0.0769230769,0,0,0,0.0769230769,0.1538461538,0,Why_we_should_build_wooden_skyscrapers,14
wooden skyscrapers,0.7547461635,0.6577276864,0.5716302191,0.7148069157,1,1,0,0,0.9241619402,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,15
wooden skyscrapers,0.2881828265,0.5684368484,0.3226480782,0.3234867988,1,1,1,1,0.4422861909,0,0,0.0714285714,0,0.0714285714,0.0714285714,0,0,Why_we_should_build_wooden_skyscrapers,16
wooden skyscrapers,0.3210128767,0.5684368484,0.2759772023,0.3234867988,0,1,0,1,0.006854246,0,0.0714285714,0,0,0.0714285714,0.0714285714,0.2142857143,0,Why_we_should_build_wooden_skyscrapers,17
wooden skyscrapers,0.7547461635,0.6577276864,0.5716302191,0.7148069157,0,1,0,1,0.9575783181,0,0,0,0,0,0,0,0.1578947368,Why_we_should_build_wooden_skyscrapers,18
wooden skyscrapers,0.2923850553,0.4577013764,0.4354179826,0.5380876157,0,1,0,1,0.9940968665,0.248,0,0,0,0,0,0,0.0740740741,Why_we_should_build_wooden_skyscrapers,19
wooden skyscrapers,0.2833999608,0.3817768894,0.3769511418,0,0,1,1,0,0.9855238887,0.171,0.2105263158,0.1052631579,0.2631578947,0.3157894737,0.1052631579,0.1052631579,0.1052631579,Why_we_should_build_wooden_skyscrapers,20
wooden skyscrapers,0.3371930147,0.4278899228,0.3300220349,0.2267106747,0,1,1,0,0.9956597729,0.051,0.1153846154,0.1153846154,0.0769230769,0.1153846154,0.1153846154,0.1153846154,0.0769230769,Why_we_should_build_wooden_skyscrapers,21
wooden skyscrapers,0.7547461635,0.6577276864,0.5716302191,0.7148069157,0,1,0,0,0.9917497967,0.094,0,0,0,0,0,0,0.1153846154,Why_we_should_build_wooden_skyscrapers,22
wooden skyscrapers,0.2810167976,0.4338390991,0.3226480782,0.6221169804,0,1,1,0,0.9688937366,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,23
wooden skyscrapers,0.2954636905,0.3996406638,0.3748611389,0.4008809872,1,1,0,0,0.0253724319,0,0,0,0,0,0,0,0.0454545455,Why_we_should_build_wooden_skyscrapers,24
wooden skyscrapers,0.3817768894,0.3817768894,0.3013608143,0.1315005456,0,1,1,0,0.0312529377,0,0,0,0,0,0,0,0.1428571429,Why_we_should_build_wooden_skyscrapers,25
wooden skyscrapers,0.2486115471,0,0,0,0,1,0,0,0.8730545009,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,26
wooden skyscrapers,0.2810167976,0.4338390991,0.2297381884,0.6221169804,0,1,0,0,0.0974246927,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,27
wooden skyscrapers,0.2714925531,0.463866438,0.2964826001,0.3716939448,0,1,0,0,0.0014156283,0.146,0.125,0.0416666667,0,0.0833333333,0.0833333333,0.0833333333,0,Why_we_should_build_wooden_skyscrapers,28
wooden skyscrapers,0.4085036992,0.3974056237,0.1795418052,0.221009308,0,1,0,0,0.0255686383,0.205,0,0,0.0434782609,0.0434782609,0.0434782609,0.0434782609,0.1739130435,Why_we_should_build_wooden_skyscrapers,29
wooden skyscrapers,0.315822185,0,0,0,0,1,1,0,0.7959967159,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,30
wooden skyscrapers,0.315822185,0,0,0,0,1,0,0,0.8869942197,0.129,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,31
wooden skyscrapers,0.6605680519,0.6605680519,0.6003458413,0.6305330864,0,1,0,0,0.1731151898,0,0,0.1875,0.0625,0,0.0625,0.0625,0,Why_we_should_build_wooden_skyscrapers,32
wooden skyscrapers,0.2452676347,0.107363275,0.158386549,0.1685222552,0,1,1,0,0.9942543799,0.091,0,0,0.0476190476,0,0,0.1428571429,0,Why_we_should_build_wooden_skyscrapers,33
wooden skyscrapers,0.1957574988,0.3817768894,0.3226480782,0,0,1,0,0,0.9999921889,0.107,0,0,0,0,0,0,0.1304347826,Why_we_should_build_wooden_skyscrapers,34
wooden skyscrapers,0.2636616636,0,0,0,0,1,0,1,0.9946428656,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,35
wooden skyscrapers,0.3075980084,0.3075980084,0.3300220349,0.2267106747,0,1,0,0,0.9994301523,0.091,0,0,0,0,0,0,0.1818181818,Why_we_should_build_wooden_skyscrapers,36
wooden skyscrapers,0.2486115471,0,0,0,0,1,0,0,0.9999811472,0,0.1111111111,0.1111111111,0.0555555556,0.1666666667,0.1666666667,0.0555555556,0.0555555556,Why_we_should_build_wooden_skyscrapers,37
wooden skyscrapers,0.3183078133,0.5691530809,0.2999815103,0.2671588794,0,1,0,0,0.9998587293,0.139,0.0666666667,0.1333333333,0.2666666667,0.2666666667,0.1333333333,0,0,Why_we_should_build_wooden_skyscrapers,38
wooden skyscrapers,0.2810167976,0.4338390991,0.3226480782,0.6221169804,1,1,0,0,0.998807091,0.238,0,0,0.0526315789,0,0,0,0.0789473684,Why_we_should_build_wooden_skyscrapers,39
wooden skyscrapers,0.5684368484,0.5684368484,0.3396926203,0.6227260716,0,1,0,0,0.9998782362,0.104,0,0,0.2058823529,0,0,0.0294117647,0.0294117647,Why_we_should_build_wooden_skyscrapers,40
wooden skyscrapers,0.5684368484,0.5684368484,0.3396926203,0.6227260716,0,1,0,0,0.9982476813,0,0,0,0.0416666667,0,0,0,0,Why_we_should_build_wooden_skyscrapers,41
wooden skyscrapers,0.5100679612,0.5100679612,0.3174222056,0.6396403962,0,1,0,0,0.0061158344,0,0.2307692308,0.2307692308,0.2307692308,0.2820512821,0.2051282051,0.1794871795,0,Why_we_should_build_wooden_skyscrapers,42
wooden skyscrapers,0.3069402133,0.3069402133,0.2230083256,0,0,1,0,0,0.971699236,0.22,0,0,0,0.0526315789,0.0526315789,0,0,Why_we_should_build_wooden_skyscrapers,43
wooden skyscrapers,0.3069402133,0.3069402133,0.2230083256,0,0,1,0,0,0.9998520358,0.095,0.025,0.025,0,0,0.025,0.05,0.05,Why_we_should_build_wooden_skyscrapers,44
wooden skyscrapers,0.4032771912,0.4032771912,0.1930981477,0,0,0,0,0,0.7367966306,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,45
wooden skyscrapers,0.0435466398,0.1384506859,0.1901852033,0.2974647294,0,1,1,0,0.5545788168,0.108,0,0,0,0,0,0,0.1333333333,Why_we_should_build_wooden_skyscrapers,46
wooden skyscrapers,0.5684368484,0.5684368484,0.3396926203,0.7839016591,0,1,0,0,0.9994291697,0,0.1578947368,0,0.0526315789,0.1052631579,0.1052631579,0,0,Why_we_should_build_wooden_skyscrapers,47
wooden skyscrapers,0.3996406638,0.4382055674,0.3226480782,0,0,1,1,1,0.9985369703,0,0.0625,0.0625,0.03125,0.0625,0.0625,0,0.0625,Why_we_should_build_wooden_skyscrapers,48
wooden skyscrapers,0.1957574988,0,0,0,0,1,1,0,0.8645466138,0,0,0,0,0,0,0,0.0416666667,Why_we_should_build_wooden_skyscrapers,49
wooden skyscrapers,0.2287536359,0.5019398035,0.2356517103,0,0,1,0,0,0.9608888222,0,0.037037037,0,0,0,0.037037037,0,0.037037037,Why_we_should_build_wooden_skyscrapers,50
wooden skyscrapers,0.4523692546,0.4112886454,0.2643819309,0.4814866195,0,1,0,0,0.690663897,0,0,0,0.0238095238,0.0238095238,0.0238095238,0,0,Why_we_should_build_wooden_skyscrapers,51
wooden skyscrapers,0.6351559789,0.3609059741,0.4932333715,0.6195640913,1,1,0,0,0.0740858322,0.077,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,52
wooden skyscrapers,0.3564616713,0.5832350247,0.3651844325,0.4408726248,0,1,0,0,0.999935078,0.192,0,0,0.1739130435,0,0,0.0434782609,0.0869565217,Why_we_should_build_wooden_skyscrapers,53
wooden skyscrapers,0.2810167976,0.4338390991,0.2297381884,0.6221169804,0,1,0,0,0.9858622614,0,0,0,0,0,0,0,0.25,Why_we_should_build_wooden_skyscrapers,54
wooden skyscrapers,0.5184086578,0.6577276864,0.3692860556,0.6491302118,0,1,0,0,0.9996860842,0.165,0,0,0.0263157895,0,0,0,0,Why_we_should_build_wooden_skyscrapers,55
wooden skyscrapers,0.2886474256,0.4287975087,0.312801432,0,0,1,0,0,0.9999696653,0.153,0.0263157895,0,0,0,0.0263157895,0,0,Why_we_should_build_wooden_skyscrapers,56
wooden skyscrapers,0.2636616636,0.3817768894,0.3226480782,0,0,1,0,0,0.999511171,0,0.0769230769,0.0769230769,0.0769230769,0.3076923077,0.1538461538,0,0,Why_we_should_build_wooden_skyscrapers,57
wooden skyscrapers,0.2486115471,0,0,0,0,1,0,0,0.9818412228,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,58
wooden skyscrapers,0.6813751569,0.3609059741,0.4932333715,0.6195640913,0,1,0,0,0.4088102414,0,0,0,0,0,0,0,0.2857142857,Why_we_should_build_wooden_skyscrapers,59
wooden skyscrapers,0.315822185,0.5205358283,0.3670826715,0.5121358246,0,1,0,0,0.8968057528,0.171,0,0.0204081633,0,0,0.0204081633,0.0408163265,0.0612244898,Why_we_should_build_wooden_skyscrapers,60
wooden skyscrapers,0.7547461635,0.6577276864,0.5716302191,0.7148069157,0,1,1,0,0.7288954316,0,0,0,0,0.0263157895,0.0263157895,0.0263157895,0.0263157895,Why_we_should_build_wooden_skyscrapers,61
wooden skyscrapers,0.1957574988,0,0,0,0,1,0,1,0.1202225219,0.11,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,62
wooden skyscrapers,0.2810167976,0.4338390991,0.3226480782,0.6221169804,0,1,1,0,0.9998322844,0.067,0,0,0,0,0,0,0.1,Why_we_should_build_wooden_skyscrapers,63
wooden skyscrapers,0,0,0,0,0,0,0,0,0.6983085325,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,64
wooden skyscrapers,0.2486115471,0,0,0,1,1,0,0,0.881534706,0,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,65
wooden skyscrapers,0.3924912447,0.2924792275,0,0,1,1,0,0,0.8810192697,0.131,0,0,0,0,0,0,0.027027027,Why_we_should_build_wooden_skyscrapers,66
wooden skyscrapers,0.3598605006,0.4624036357,0.3226480782,0.4281048931,0,1,1,0,0.9999998677,0.151,0.0967741935,0,0.0967741935,0.0967741935,0.0967741935,0.0322580645,0.0322580645,Why_we_should_build_wooden_skyscrapers,67
wooden skyscrapers,0,0,0,0,0,0,0,0,0.9594527827,0.697,0,0,0,0,0,0,0,Why_we_should_build_wooden_skyscrapers,68
wooden skyscrapers,0.3069402133,0.3817768894,0.3226480782,0,0,1,0,0,0.9968524885,0,0,0.125,0,0.125,0.125,0,0.375,Why_we_should_build_wooden_skyscrapers,69
